claim_id,claim,claim_label,evidences,CARDS_label
27,Earth about to enter 30-YEAR ‘Mini Ice Age’,2,"[{'article': 'Earth', 'entropy': 0.0, 'evidence': 'The last continental glaciation ended 10,000\xa0years ago.', 'evidence_id': 'Earth:55', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Earth', 'entropy': 0.0, 'evidence': 'About a billion years from now, all surface water will have disappeared and the mean global temperature will reach 70\xa0°C (158\xa0°F).', 'evidence_id': 'Earth:76', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Little Ice Age', 'entropy': 0.0, 'evidence': 'The Little Ice Age ended in the latter half of the 19th century or early in the 20th century.', 'evidence_id': 'Little Ice Age:22', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Little Ice Age', 'entropy': 0.0, 'evidence': '15 (1): 1–30.', 'evidence_id': 'Little Ice Age:383', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Little Ice Age', 'entropy': 0.0, 'evidence': '23 February 1998.', 'evidence_id': 'Little Ice Age:458', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}                                                                                                                                                                                             ]",1_2 We’re heading into an ice age/global cooling
28,"Volcanoes Melting West Antarctic Glaciers, Not Global Warming",0,"[{'article': 'Antarctica', 'entropy': 0.6931471824645996, 'evidence': ""The amount of surface warming in West Antarctica, while large, has not led to appreciable melting at the surface, and is not directly affecting the West Antarctic Ice Sheet's contribution to sea level."", 'evidence_id': 'Antarctica:375', 'evidence_label': 2, 'votes': array([None, 'REFUTES', 'NOT_ENOUGH_INFO', None, None], dtype=object)}
 {'article': 'Climate variability', 'entropy': 0.6931471824645996, 'evidence': ""This created a warming that later melted the ice and brought Earth's temperature back to equilibrium."", 'evidence_id': 'Climate variability:93', 'evidence_label': 2, 'votes': array([None, 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None], dtype=object)}
 {'article': 'Climate variability', 'entropy': 0.6931471824645996, 'evidence': 'Previous interglacials such as the Eemian phase created temperatures higher than today, higher sea levels, and some partial melting of the West Antarctic ice sheet.', 'evidence_id': 'Climate variability:98', 'evidence_label': 2, 'votes': array([None, 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None], dtype=object)}
 {'article': 'Parinacota (volcano)', 'entropy': 0.0, 'evidence': 'The postulated period coincides with a global clustering of volcano collapse events; perhaps global warming occurring during this time when the last glacial maximum approached its end predisposed volcanoes to collapse.', 'evidence_id': 'Parinacota (volcano):246', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Snowball Earth', 'entropy': 0.0, 'evidence': 'Global warming associated with large accumulations of carbon dioxide in the atmosphere over millions of years, emitted primarily by volcanic activity, is the proposed trigger for melting a snowball Earth.', 'evidence_id': 'Snowball Earth:129', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}]",2_1 It’s natural cycles/variation
30,"the bushfires [in Australia] were caused by arsonists and a series of lightning strikes, not 'climate change'",2,"[{'article': '2007 Kangaroo Island bushfires', 'entropy': 0.6931471824645996, 'evidence': 'The 2007 Kangaroo Island bushfires were a series of bushfires caused by lightning strikes on 6 December 2007 on Kangaroo Island, South Australia, resulting in the destruction of 95,000 hectares (230,000 acres) of national park and wilderness protection area.', 'evidence_id': '2007 Kangaroo Island bushfires:0', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Bushfires in Australia', 'entropy': 0.6931471824645996, 'evidence': 'Many fires are as a result of either deliberate arson or carelessness, however these fires normally happen in readily accessible areas and are rapidly brought under control.', 'evidence_id': 'Bushfires in Australia:101', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Bushfires in Australia', 'entropy': 0.0, 'evidence': 'Man-made events include arcing from overhead power lines, arson, accidental ignition in the course of agricultural clearing, grinding and welding activities, campfires, cigarettes and dropped matches, sparks from machinery, and controlled burn escapes.', 'evidence_id': 'Bushfires in Australia:102', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Bushfires in Australia', 'entropy': 0.6931471824645996, 'evidence': 'The fires would have been caused by both natural phenomenon and human hands.', 'evidence_id': 'Bushfires in Australia:17', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Natural disaster', 'entropy': 0.6931471824645996, 'evidence': 'A summer heat wave in Victoria, Australia, created conditions which fuelled the massive bushfires in 2009.', 'evidence_id': 'Natural disaster:68', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}]",1_7 Extreme weather isn’t increasing/has happened before/isn’t linked to climate change
31,Discovery Of Massive Volcanic CO2 Emissions Discredits Global Warming Theory,0,"[{'article': 'Carbon tax', 'entropy': 0.6931471824645996, 'evidence': 'CO 2 is a heat-trapping greenhouse gas which causes global warming, which damages the environment and human health.', 'evidence_id': 'Carbon tax:6', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Paleocene–Eocene Thermal Maximum', 'entropy': 0.0, 'evidence': 'Intrusions of hot magma into carbon-rich sediments may have triggered the degassing of isotopically light methane in sufficient volumes to cause global warming and the observed isotope anomaly.', 'evidence_id': 'Paleocene–Eocene Thermal Maximum:152', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Permian–Triassic extinction event', 'entropy': 0.6931471824645996, 'evidence': '""Global Warming Led To Atmospheric Hydrogen Sulfide And Permian Extinction"".', 'evidence_id': 'Permian–Triassic extinction event:1171', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Permian–Triassic extinction event', 'entropy': 0.0, 'evidence': 'The eruptions would also have emitted carbon dioxide, causing global warming.', 'evidence_id': 'Permian–Triassic extinction event:177', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Permian–Triassic extinction event', 'entropy': 0.0, 'evidence': 'The basalt lava erupted or intruded into carbonate rocks and into sediments that were in the process of forming large coal beds, both of which would have emitted large amounts of carbon dioxide, leading to stronger global warming after the dust and aerosols settled.', 'evidence_id': 'Permian–Triassic extinction event:182', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
33,Harvard study finds that wind turbines create MORE global warming than the fossil fuels they eliminate,1,"[{'article': 'Fossil fuel', 'entropy': 0.6931471824645996, 'evidence': 'Carbon dioxide is a greenhouse gas that increases radiative forcing and contributes to global warming along with ocean acidification.', 'evidence_id': 'Fossil fuel:15', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Petroleum', 'entropy': 0.0, 'evidence': 'The use of petroleum as fuel causes global warming and ocean acidification.', 'evidence_id': 'Petroleum:11', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Wind power', 'entropy': 0.0, 'evidence': 'Compared with other low carbon power sources, wind turbines have some of the lowest global warming potential per unit of electrical energy generated.', 'evidence_id': 'Wind power:295', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Wind power', 'entropy': 0.6931471824645996, 'evidence': 'Arrays of large turbines, known as wind farms, have become an increasingly important source of renewable energy and are used in many countries as part of a strategy to reduce their reliance on fossil fuels.', 'evidence_id': 'Wind power:392', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Wind turbine', 'entropy': 0.0, 'evidence': 'Over 1,500 tons of carbon dioxide per year can be eliminated by using a one-megawatt turbine instead of one megawatt of energy from a fossil fuel.', 'evidence_id': 'Wind turbine:230', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}]",4_4 Clean energy technology/biofuels won’t work
35,"Ice berg melts, ocean level remains the same.",1,"[{'article': 'Antarctic ice sheet', 'entropy': 0.0, 'evidence': '""The melting of floating ice raises the ocean level"" (PDF).', 'evidence_id': 'Antarctic ice sheet:170', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': 'There is a threshold in surface warming beyond which a partial or near-complete melting of the Greenland ice sheet occurs.', 'evidence_id': 'Sea level rise:128', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': 'The gravitational effects comes into play when a large ice sheet melts.', 'evidence_id': 'Sea level rise:195', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.6931471824645996, 'evidence': 'Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410\xa0ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.', 'evidence_id': 'Sea level rise:26', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': '""The melting of floating ice raises the ocean level"".', 'evidence_id': 'Sea level rise:691', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
36,When the exact same group of 'experts' who claimed it was global cooling in 1977 now claim it's global warming you can easily see why I am skeptical,2,"[{'article': 'Climate change denial', 'entropy': 0.0, 'evidence': 'Trend sceptics or deniers (who deny there is global warming), [and] argue that no significant climate warming is taking place at all, claiming that the warming trend measured by weather stations is an artefact due to urbanisation around those stations (""urban heat island effect"").', 'evidence_id': 'Climate change denial:137', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        None], dtype=object)}
 {'article': 'Climate change denial', 'entropy': 0.0, 'evidence': 'Many such people prefer to call themselves skeptics and describe their position as climate change skepticism.', 'evidence_id': 'Climate change denial:407', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        None], dtype=object)}
 {'article': 'Global cooling', 'entropy': 1.0986123085021973, 'evidence': 'The current scientific consensus on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm.', 'evidence_id': 'Global cooling:2', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Richard Lindzen', 'entropy': 0.0, 'evidence': 'He said, ""A lot of my older colleagues are very skeptical on the global warming thing"".', 'evidence_id': 'Richard Lindzen:148', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        None], dtype=object)}
 {'article': 'Richard Lindzen', 'entropy': 0.6365141868591309, 'evidence': 'John Wallace of the University of Washington agreed with Lindzen that progress in climate change science had been exaggerated, but said there are ""relatively few scientists who are as skeptical of the whole thing as Dick [Lindzen] is"".', 'evidence_id': 'Richard Lindzen:150', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                                                                                                              ]",5_2 Climate movement is unreliable/alarmist/corrupt
38,Scientists studying Antarctica sea ice warn a rise in accumulation could spark the next ice age.,1,"[{'article': 'Antarctica', 'entropy': 0.0, 'evidence': '""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".', 'evidence_id': 'Antarctica:1046', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Ice age', 'entropy': 0.6931471824645996, 'evidence': ""An ice age is a long period of reduction in the temperature of the Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers."", 'evidence_id': 'Ice age:0', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Ice age', 'entropy': 0.6931471824645996, 'evidence': 'According to research published in Nature Geoscience, human emissions of carbon dioxide (CO2) will defer the next ice age.', 'evidence_id': 'Ice age:133', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Ice age', 'entropy': 0.6931471824645996, 'evidence': 'The release of water raised sea levels again, restoring the ingress of colder water from the Pacific with an accompanying shift to northern hemisphere ice accumulation.', 'evidence_id': 'Ice age:175', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.6931471824645996, 'evidence': ""Based on changes of Antarctica's ice mass balance over millions of years, due to natural climate fluctuations, researchers concluded that the sea-ice acts as a barrier for warmer waters surrounding the continent."", 'evidence_id': 'Sea level rise:82', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]",1_2 We’re heading into an ice age/global cooling
41,More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations,0,"[{'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'This scientific opinion is expressed in synthesis reports, by scientific bodies of national or international standing, and by surveys of opinion among climate scientists.', 'evidence_id': 'Scientific consensus on climate change:13', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6931471824645996, 'evidence': ""European Academy of Sciences and Arts in 2007 issued a formal declaration on climate change titled Let's Be Honest: Human activity is most likely responsible for climate warming."", 'evidence_id': 'Scientific consensus on climate change:135', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'Dennis Bray and Hans von Storch conducted a survey in August 2008 of 2058 climate scientists from 34 different countries.', 'evidence_id': 'Scientific consensus on climate change:269', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sustainability', 'entropy': 0.0, 'evidence': ""The Millennium Ecosystem Assessment is an international synthesis by over 1000 of the world's leading biological scientists that analyzes the state of the Earth's ecosystems and provides summaries and guidelines for decision-makers."", 'evidence_id': 'Sustainability:151', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sustainability', 'entropy': 0.6931471824645996, 'evidence': 'It was signed by 15,364 scientists from 184 countries, what made it the letter with the most signatures of scientists in history In November 2019, more than 11,000 scientists from 153 countries published a letter in which they warn about big threats to sustainability from climate change if big changes in policies will not happen.', 'evidence_id': 'Sustainability:92', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
42,Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years.,1,"[{'article': 'Global warming', 'entropy': 0.6365141868591309, 'evidence': 'Between 1993 and 2017, the global mean sea level rose on average by 3.1 ±\xa00.3\xa0mm per year, with an acceleration detected as well.', 'evidence_id': 'Global warming:146', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', 'NOT_ENOUGH_INFO', None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Over the 21st century, the IPCC projects that in a very high emissions scenario the sea level could rise by 61–110\xa0cm.', 'evidence_id': 'Global warming:147', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.6365141868591309, 'evidence': 'Between 1900 and 2016, the sea level rose by 16–21\xa0cm (6.3–8.3\xa0in).', 'evidence_id': 'Sea level rise:1', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': '18 January 2019.', 'evidence_id': 'Sea level rise:614', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        None], dtype=object)}
 {'article': 'Sea level', 'entropy': 0.6365141868591309, 'evidence': 'For at least the last 100 years, sea level has been rising at an average rate of about 1.8\xa0mm (0.07\xa0in) per year.', 'evidence_id': 'Sea level:62', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', 'NOT_ENOUGH_INFO', None, None], dtype=object)}]",1_6 Sea level rise is exaggerated/not accelerating
44,"Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one.",1,"[{'article': 'Global warming controversy', 'entropy': 0.0, 'evidence': 'According to the United States National Research Council, [T]here is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities.', 'evidence_id': 'Global warming controversy:78', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'European Science Foundation in a 2007 position paper states: There is now convincing evidence that since the industrial revolution, human activities, resulting in increasing concentrations of greenhouse gases have become a major agent of climate change\xa0... On-going and increased efforts to mitigate climate change through reduction in greenhouse gases are therefore crucial.', 'evidence_id': 'Scientific consensus on climate change:139', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'Seventy-five of 77 believed that human activity is a significant factor in changing mean global temperatures.', 'evidence_id': 'Scientific consensus on climate change:283', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': '7–10 ""There is now convincing evidence that since the industrial revolution, human activities, resulting in increasing concentrations of greenhouse gases have become a major agent of climate change.', 'evidence_id': 'Scientific consensus on climate change:543', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.', 'evidence_id': 'Scientific consensus on climate change:692', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
51,"CO2 does not cause climate change, it RESPONDS to it [...]",0,"[{'article': 'Carbon dioxide', 'entropy': 0.6931471824645996, 'evidence': 'Increasing atmospheric CO 2 concentrations lead to further acidification\xa0...', 'evidence_id': 'Carbon dioxide:221', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Climate change adaptation', 'entropy': 0.0, 'evidence': '""Adaptation To Global Climate Change Is An Essential Response To A Warming Planet"".', 'evidence_id': 'Climate change adaptation:957', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.0, 'evidence': '""Correction to ""Control of fossil-fuel particulate black carbon and organic matter, possibly the most effective method of slowing global warming."""".', 'evidence_id': 'Greenhouse gas:457', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.0, 'evidence': '""Blaming cities for climate change?', 'evidence_id': 'Greenhouse gas:912', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.6931471824645996, 'evidence': ""A new statement, adopted by the society in 2003, revised in 2007, and revised and expanded in 2013, affirms that rising levels of greenhouse gases have caused and will continue to cause the global surface temperature to be warmer: Human activities are changing Earth's climate."", 'evidence_id': 'Scientific consensus on climate change:147', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
